Inventory 1,,,,,,,,Inventory 2,,,,,,,,Inventory 3,,,,,,,,,,,,,,
Item,Description,Unit,Cost,,,,,Description,Item,Unit,Cost,,,,,Item,450701238,450818976,450818977,450800832,450801110,450800175,424582395,424570573,450812520,424504541,424572731,424560033,424562533,450802490
450813503,MECHA EZETA COLA CONICA 15.25 MM,PZ,3464.18,,,,,MECHA EZETA COLA CONICA 15.25 MM,450813503,PZ,3464.18,,,,,,,,,,,,,,,,,,,
450400703,RIEL RTO-TOPE PLAST 2 TIRAJES x  10,PZ,3493.6,,,,,RIEL RTO-TOPE PLAST 2 TIRAJES x  10,450400703,PZ,3493.6,,,,,,,,,,,,,,,,,,,
450909267,ALAM PUAS 16-101 x  50 MT,PZ,3519.83,,,,,ALAM PUAS 16-101 x  50 MT,450909267,PZ,3519.83,,,,,,,,,,,,,,,,,,,
424572708,MECHA MAX PLANA P/MAD    7/16,PZ,3546.4,,,,,MECHA MAX PLANA P/MAD    7/16,424572708,PZ,3546.4,,,,,,,,,,,,,,,,,,,
451301277,BISAGRA 5005 PULIDA IMP  51 MM,PZ,3549.46,,,,,BISAGRA 5005 PULIDA IMP  51 MM,451301277,PZ,3549.46,,,,,,,,,,,,,,,,,,,
424592237,MECHA EZETA CILIND TITANIO  5.00 MM,PZ,3556.11,,,,,MECHA EZETA CILIND TITANIO  5.00 MM,424592237,PZ,3556.11,,,,,,,,,,,,,,,,,,,
450818886,MECHA EZETA CILINDRICA A/R 10.50 MM,PZ,3561,,,,,MECHA EZETA CILINDRICA A/R 10.50 MM,450818886,PZ,3561,,,,,,,,,,,,,,,,,,,
424500488,PITON P/MAD SOLDADO  20 -  50 x 50,PZ,3586,,,,,PITON P/MAD SOLDADO  20 -  50 x 50,424500488,PZ,3586,,,,,,,,,,,,,,,,,,,
451301141,BISAGRA REVERSIBLE BCEADA  2x 3x2.0,PZ,3587.24,,,,,BISAGRA REVERSIBLE BCEADA  2x 3x2.0,451301141,PZ,3587.24,,,,,,,,,,,,,,,,,,,
451305395,DISCO XPERT   C/D 230x6.4x22.2 O/A,PZ,3610.19,,,,,DISCO XPERT   C/D 230x6.4x22.2 O/A,451305395,PZ,3610.19,,,,,,,,,,,,,,,,,,,
451301878,CUCHARA ROBLE P/ALBAÃ‘IL N. 7 MOCHA,PZ,3626.64,,,,,CUCHARA ROBLE P/ALBAÃ‘IL N. 7 MOCHA,451301878,PZ,3626.64,,,,,,,,,,,,,,,,,,,
451305462,PINTURA MATRA AEROSOL TABACO,PZ,3634.32,,,,,PINTURA MATRA AEROSOL TABACO,451305462,PZ,3634.32,,,,,,,,,,,,,,,,,,,
451305223,ALAM PUAS 16-101 x 100 MT MINI BAGUAL,PZ,3703.387606139,,,,,ALAM PUAS 16-101 x 100 MT MINI BAGUAL,451305223,PZ,3703.387606139,,,,,,,,,,,,,,,,,,,
451305348,HORM ALLEMANDI MIREX BOLSA 24x250GR,PZ,3706.52,,,,,HORM ALLEMANDI MIREX BOLSA 24x250GR,451305348,PZ,3706.52,,,,,,,,,,,,,,,,,,,
450905731,MECHA EZETA CILINDRICA A/R 11.75 MM,PZ,3710.85,,,,,MECHA EZETA CILINDRICA A/R 11.75 MM,450905731,PZ,3710.85,,,,,,,,,,,,,,,,,,,
450804141,CABLE ACERO  5.0 MM 6 x  7+1,PZ,3712.4,,,,,CABLE ACERO  5.0 MM 6 x  7+1,450804141,PZ,3712.4,,,,,,,,,,,,,,,,,,,
450811494,PALA GHERARDI FORJ 1/2 L ANGOST C/C,PZ,3737.5,,,,,PALA GHERARDI FORJ 1/2 L ANGOST C/C,450811494,PZ,3737.5,,,,,,,,,,,,,,,,,,,
424572709,GUARDACABO GALV   1/4,PZ,3810,,,,,GUARDACABO GALV   1/4,424572709,PZ,3810,,,,,,,,,,,,,,,,,,,
451305337,TORNILLO TIRAFONDO GALV 3/8 x4,PZ,3816.15,,,,,TORNILLO TIRAFONDO GALV 3/8 x4,451305337,PZ,3816.15,,,,,,,,,,,,,,,,,,,
451305396,DISCO XPERT   MAQ SENS 300x3x25 O/A,PZ,3822.8,,,,,DISCO XPERT   MAQ SENS 300x3x25 O/A,451305396,PZ,3822.8,,,,,,,,,,,,,,,,,,,
424591335,MECHA NEIKE WIDIA CORTA 14 MM,CJ,3888.66,,,,,MECHA NEIKE WIDIA CORTA 14 MM,424591335,CJ,3888.66,,,,,,,,,,,,,,,,,,,
424596625,GRIFERIA VENUS LAVAT SIMPLE BLANCO,PZ,3900,,,,,GRIFERIA VENUS LAVAT SIMPLE BLANCO,424596625,PZ,3900,,,,,,,,,,,,,,,,,,,
424596626,GRIFERIA VENUS DUCHA S/TRANS BLANCO,PZ,3900,,,,,GRIFERIA VENUS DUCHA S/TRANS BLANCO,424596626,PZ,3900,,,,,,,,,,,,,,,,,,,
424596627,GRIFERIA VENUS DUCHA C/TRANS CROMO,PZ,3900,,,,,GRIFERIA VENUS DUCHA C/TRANS CROMO,424596627,PZ,3900,,,,,,,,,,,,,,,,,,,
451301336,CLAVO CAJ PULIDO FRACC  10- 25,PZ,3910.15,,,,,CLAVO CAJ PULIDO FRACC  10- 25,451301336,PZ,3910.15,,,,,,,,,,,,,,,,,,,
424589573,MECHA EZETA CILIND TITANIO  1.25 MM,PZ,3920,,,,,MECHA EZETA CILIND TITANIO  1.25 MM,424589573,PZ,3920,,,,,,,,,,,,,,,,,,,
424589574,MECHA EZETA CILINDRICA A/R 20.00 MM,PZ,3920,,,,,MECHA EZETA CILINDRICA A/R 20.00 MM,424589574,PZ,3920,,,,,,,,,,,,,,,,,,,
424589575,MECHA EZETA CILIND TITANIO  1.00 MM,PZ,3920,,,,,MECHA EZETA CILIND TITANIO  1.00 MM,424589575,PZ,3920,,,,,,,,,,,,,,,,,,,
424573982,MECHA EZETA CILIND TITANIO 11.00 MM,CJ,3940.37,,,,,MECHA EZETA CILIND TITANIO 11.00 MM,424573982,CJ,3940.37,,,,,,,,,,,,,,,,,,,
450819858,AZADA FERCAS CARPIR N.00 100 MM,PZ,4000,,,,,AZADA FERCAS CARPIR N.00 100 MM,450819858,PZ,4000,,,,,,,,,,,,,,,,,,,
424500489,GANCHO P/ARMARIO BCE 50 MM x 100,PZ,4005,,,,,GANCHO P/ARMARIO BCE 50 MM x 100,424500489,PZ,4005,,,,,,,,,,,,,,,,,,,
450400666,CABO P/MARTILLO LABRADO 0.25 MT,PZ,4014.77,,,,,CABO P/MARTILLO LABRADO 0.25 MT,450400666,PZ,4014.77,,,,,,,,,,,,,,,,,,,
451305485,CEMENTO SIN TOLUENO x    1/8 LT,PZ,4032.56,,,,,CEMENTO SIN TOLUENO x    1/8 LT,451305485,PZ,4032.56,,,,,,,,,,,,,,,,,,,
450905343,CORREA SECCION A N.56,PZ,4040.8,,,,,CORREA SECCION A N.56,450905343,PZ,4040.8,,,,,,,,,,,,,,,,,,,
451305197,RIEL DOBLE NEGRO  1.00 MT,PZ,4075,,,,,RIEL DOBLE NEGRO  1.00 MT,451305197,PZ,4075,,,,,,,,,,,,,,,,,,,
451305557,CEMENTO 101 DE CONTACTO x    1/4 LT,PZ,4090.32,,,,,CEMENTO 101 DE CONTACTO x    1/4 LT,451305557,PZ,4090.32,,,,,,,,,,,,,,,,,,,
424572303,CUCHARA ROBLE P/ALBAÃ‘IL N. 9,PZ,4116.51,,,,,CUCHARA ROBLE P/ALBAÃ‘IL N. 9,424572303,PZ,4116.51,,,,,,,,,,,,,,,,,,,
451305338,TORNILLO TIRAFONDO GALV 3/8 x4 1/2,PZ,4190.07,,,,,TORNILLO TIRAFONDO GALV 3/8 x4 1/2,451305338,PZ,4190.07,,,,,,,,,,,,,,,,,,,
450819192,ESCARDILLO PALA Y 2 PUAS 78 MM,PZ,4193.210864015,,,,,ESCARDILLO PALA Y 2 PUAS 78 MM,450819192,PZ,4193.210864015,,,,,,,,,,,,,,,,,,,
424593564,CHAIRA BIASSONI RAYADA  8 - 203 MM,PZ,4200,,,,,CHAIRA BIASSONI RAYADA  8 - 203 MM,424593564,PZ,4200,,,,,,,,,,,,,,,,,,,
451305489,CINTA TEJ P/SILLON AMARILLO  x 100 MT,PZ,4277.47,,,,,CINTA TEJ P/SILLON AMARILLO  x 100 MT,451305489,PZ,4277.47,,,,,,,,,,,,,,,,,,,
451300588,MECHA EZETA COLA CONICA 49.00 MM,PZ,4322.4,,,,,MECHA EZETA COLA CONICA 49.00 MM,451300588,PZ,4322.4,,,,,,,,,,,,,,,,,,,
451305490,CEMENTO SOPLETEABLE INCOL x 200 LT,PZ,4357.84,,,,,CEMENTO SOPLETEABLE INCOL x 200 LT,451305490,PZ,4357.84,,,,,,,,,,,,,,,,,,,
450815344,CLAVO P/PARIS FRACC  6,PZ,4379.76,,,,,CLAVO P/PARIS FRACC  6,450815344,PZ,4379.76,,,,,,,,,,,,,,,,,,,
451301276,BISAGRA T/1842 32 MM,PZ,4403.36,,,,,BISAGRA T/1842 32 MM,451301276,PZ,4403.36,,,,,,,,,,,,,,,,,,,
450801937,PITON C/TOPE CERRADO BCE 19-50 x100,PZ,4443.91,,,,,PITON C/TOPE CERRADO BCE 19-50 x100,450801937,PZ,4443.91,,,,,,,,,,,,,,,,,,,
450818673,CLAVO C/CHATA 10-20,PZ,4485,,,,,CLAVO C/CHATA 10-20,450818673,PZ,4485,,,,,,,,,,,,,,,,,,,
451305561,CEMENTO 101 DE CONTACTO x 10     LT,PZ,4495.59,,,,,CEMENTO 101 DE CONTACTO x 10     LT,451305561,PZ,4495.59,,,,,,,,,,,,,,,,,,,
424504106,PINTURA MATRA AEROSOL PLATA,PZ,4500,,,,,PINTURA MATRA AEROSOL PLATA,424504106,PZ,4500,,,,,,,,,,,,,,,,,,,
451305677,MECHA EZETA CILINDRICA A/R  1.75 MM,PZ,4524.3,,,,,MECHA EZETA CILINDRICA A/R  1.75 MM,451305677,PZ,4524.3,,,,,,,,,,,,,,,,,,,
451305562,COLA A-10 SINTETICA x  1       KG,PZ,4530.93,,,,,COLA A-10 SINTETICA x  1       KG,451305562,PZ,4530.93,,,,,,,,,,,,,,,,,,,
451305623,MACHO URANGA A/RAPIDO NC  1/4  x 20,PZ,4545.37,,,,,MACHO URANGA A/RAPIDO NC  1/4  x 20,451305623,PZ,4545.37,,,,,,,,,,,,,,,,,,,
451305624,MACHO URANGA A/RAPIDO NC    10 x 24,PZ,4545.37,,,,,MACHO URANGA A/RAPIDO NC    10 x 24,451305624,PZ,4545.37,,,,,,,,,,,,,,,,,,,
451305559,CEMENTO 101 DE CONTACTO x  1     LT,PZ,4622.7,,,,,CEMENTO 101 DE CONTACTO x  1     LT,451305559,PZ,4622.7,,,,,,,,,,,,,,,,,,,
451305508,INSEC ALLEMANDI LIQ 12 x 1000 CM3,PZ,4629.73,,,,,INSEC ALLEMANDI LIQ 12 x 1000 CM3,451305508,PZ,4629.73,,,,,,,,,,,,,,,,,,,
451305510,COLA P-60 P/PISOS DE MAD x  5 KG,PZ,4629.73,,,,,COLA P-60 P/PISOS DE MAD x  5 KG,451305510,PZ,4629.73,,,,,,,,,,,,,,,,,,,
451305625,MACHO URANGA A/RAPIDO NC     8 x 32,PZ,4629.73,,,,,MACHO URANGA A/RAPIDO NC     8 x 32,451305625,PZ,4629.73,,,,,,,,,,,,,,,,,,,
451305626,MACHO URANGA A/RAPIDO NC     6 x 32,PZ,4629.73,,,,,MACHO URANGA A/RAPIDO NC     6 x 32,451305626,PZ,4629.73,,,,,,,,,,,,,,,,,,,
451305491,COLA P-60 P/PISOS DE MAD x  1 KG,PZ,4642.65,,,,,COLA P-60 P/PISOS DE MAD x  1 KG,451305491,PZ,4642.65,,,,,,,,,,,,,,,,,,,
450409266,TENDEDERO EXTENS 7 V 100 CM,PZ,4652.835167613,,,,,TENDEDERO EXTENS 7 V 100 CM,450409266,PZ,4652.835167613,,,,,,,,,,,,,,,,,,,
451305560,CEMENTO 101 DE CONTACTO x  4     LT,PZ,4657.47,,,,,CEMENTO 101 DE CONTACTO x  4     LT,451305560,PZ,4657.47,,,,,,,,,,,,,,,,,,,
424590527,MECHA EZETA WIDIA CORTA 10 MM,PZ,4669.06,,,,,MECHA EZETA WIDIA CORTA 10 MM,424590527,PZ,4669.06,,,,,,,,,,,,,,,,,,,
422002167,CLAVO ESCUADRA PUL 19 -  50 x 100,PZ,4693.26,,,,,CLAVO ESCUADRA PUL 19 -  50 x 100,422002167,PZ,4693.26,,,,,,,,,,,,,,,,,,,
450409174,PASADOR PUERTA MADERA 22x180 CINC,PZ,4724.76299544,,,,,PASADOR PUERTA MADERA 22x180 CINC,450409174,PZ,4724.76299544,,,,,,,,,,,,,,,,,,,
450409186,PASADOR PUERTA MADERA 22x180 BCEADO,PZ,4724.76299544,,,,,PASADOR PUERTA MADERA 22x180 BCEADO,450409186,PZ,4724.76299544,,,,,,,,,,,,,,,,,,,
450816133,CLAVO C/CHATA  9-25,PZ,4746.77,,,,,CLAVO C/CHATA  9-25,450816133,PZ,4746.77,,,,,,,,,,,,,,,,,,,
424589682,CABO P/HACHITA 0.35 MT  VIZCAINA,PZ,4748.660199444,,,,,CABO P/HACHITA 0.35 MT  VIZCAINA,424589682,PZ,4748.660199444,,,,,,,,,,,,,,,,,,,
424592790,MAQ ZONTA PERF RTO-PRENSA,PZ,4770.14,,,,,MAQ ZONTA PERF RTO-PRENSA,424592790,PZ,4770.14,,,,,,,,,,,,,,,,,,,
450815963,BISAGRA REVERSIBLE PULIDA  2x 5x2.0,PZ,4789.83,,,,,BISAGRA REVERSIBLE PULIDA  2x 5x2.0,450815963,PZ,4789.83,,,,,,,,,,,,,,,,,,,
451305680,MECHA EZETA CILINDRICA A/R  0.30 MM,PZ,4803.3,,,,,MECHA EZETA CILINDRICA A/R  0.30 MM,451305680,PZ,4803.3,,,,,,,,,,,,,,,,,,,
424500572,CLAVO CAJ PULIDO 14- 50 x 30 KG,PZ,4850,,,,,CLAVO CAJ PULIDO 14- 50 x 30 KG,424500572,PZ,4850,,,,,,,,,,,,,,,,,,,
422502241,CAÃ‘O CONDUIT GALV   3/4 x 6.40 MT,PZ,4870,,,,,CAÃ‘O CONDUIT GALV   3/4 x 6.40 MT,422502241,PZ,4870,,,,,,,,,,,,,,,,,,,
451305484,CEMENTO SIN TOLUENO x  50    CC,PZ,4883.57,,,,,CEMENTO SIN TOLUENO x  50    CC,451305484,PZ,4883.57,,,,,,,,,,,,,,,,,,,
451305678,MECHA EZETA CILINDRICA A/R  1.00 MM,PZ,4942.8,,,,,MECHA EZETA CILINDRICA A/R  1.00 MM,451305678,PZ,4942.8,,,,,,,,,,,,,,,,,,,
450806328,BRASERO FUNDICION 3 PATAS N.12,PZ,4956.68,,,,,BRASERO FUNDICION 3 PATAS N.12,450806328,PZ,4956.68,,,,,,,,,,,,,,,,,,,
450409176,PASADOR PUERTA MADERA 22x200 CINC,PZ,4959.538120634,,,,,PASADOR PUERTA MADERA 22x200 CINC,450409176,PZ,4959.538120634,,,,,,,,,,,,,,,,,,,
450409178,MACETA MADERA N.2,PZ,4959.538120634,,,,,MACETA MADERA N.2,450409178,PZ,4959.538120634,,,,,,,,,,,,,,,,,,,
450409181,PINCEL CERDA P/MECANICO N.2,PZ,4959.538120634,,,,,PINCEL CERDA P/MECANICO N.2,450409181,PZ,4959.538120634,,,,,,,,,,,,,,,,,,,
450409187,BARRENO BIASSONI    5/8,PZ,4959.538120634,,,,,BARRENO BIASSONI    5/8,450409187,PZ,4959.538120634,,,,,,,,,,,,,,,,,,,
424500994,CLAVO ALBAÃ‘IL P/MARCO C/CORREDERA,PZ,5000,,,,,CLAVO ALBAÃ‘IL P/MARCO C/CORREDERA,424500994,PZ,5000,,,,,,,,,,,,,,,,,,,
424590541,MECHA EZETA WIDIA LARGA 400 16 MM,PZ,5027.7,,,,,MECHA EZETA WIDIA LARGA 400 16 MM,424590541,PZ,5027.7,,,,,,,,,,,,,,,,,,,
450409183,PINCEL CERDA P/MECANICO N.4,PZ,5060.106660523,,,,,PINCEL CERDA P/MECANICO N.4,450409183,PZ,5060.106660523,,,,,,,,,,,,,,,,,,,
450819397,CORTINA P/BAÃ‘O COMPLETA VIOLETA,PZ,5138,,,,,CORTINA P/BAÃ‘O COMPLETA VIOLETA,450819397,PZ,5138,,,,,,,,,,,,,,,,,,,
451300314,GANCHO J P/GALPON      1/4 x  80 MM,PZ,5140.18,,,,,GANCHO J P/GALPON      1/4 x  80 MM,451300314,PZ,5140.18,,,,,,,,,,,,,,,,,,,
450901124,BROCA MANUAL UR12 1/2,CJ,5154.24,,,,,BROCA MANUAL UR12 1/2,450901124,CJ,5154.24,,,,,,,,,,,,,,,,,,,
424591773,MECHA EZETA WIDIA CORTA  3 MM,CJ,5210.34,,,,,MECHA EZETA WIDIA CORTA  3 MM,424591773,CJ,5210.34,,,,,,,,,,,,,,,,,,,
450816528,MECHA EZETA CILINDRICA A/R  0.25 MM,PZ,5293.918506718,,,,,MECHA EZETA CILINDRICA A/R  0.25 MM,450816528,PZ,5293.918506718,,,,,,,,,,,,,,,,,,,
424588431,MAQ ZONTA RTO-GONIOMETRO,PZ,5316.278711228,,,,,MAQ ZONTA RTO-GONIOMETRO,424588431,PZ,5316.278711228,,,,,,,,,,,,,,,,,,,
424574520,PITON HO PUL ESCUAD  25 -  80 x  50,PZ,5348.42,,,,,PITON HO PUL ESCUAD  25 -  80 x  50,424574520,PZ,5348.42,,,,,,,,,,,,,,,,,,,
450819474,ARGOLLA NIQUELADA 22 MM,PZ,5349.8,,,,,ARGOLLA NIQUELADA 22 MM,450819474,PZ,5349.8,,,,,,,,,,,,,,,,,,,
451301102,BISAGRA REVERSIBLE BCEADA 80x20x1.2,PZ,5373.78,,,,,BISAGRA REVERSIBLE BCEADA 80x20x1.2,451301102,PZ,5373.78,,,,,,,,,,,,,,,,,,,
424502015,CHAIRA BIASSONI RAYADA 10 - 254 MM,PZ,5385.94,,,,,CHAIRA BIASSONI RAYADA 10 - 254 MM,424502015,PZ,5385.94,,,,,,,,,,,,,,,,,,,
450409184,PASADOR PUERTA MADERA 22x200 BCEADO,PZ,5428.397178307,,,,,PASADOR PUERTA MADERA 22x200 BCEADO,450409184,PZ,5428.397178307,,,,,,,,,,,,,,,,,,,
45091152,ESPATULA S JUANA ENDUIR 180 MM,PZ,5450,,,,,ESPATULA S JUANA ENDUIR 180 MM,45091152,PZ,5450,,,,,,,,,,,,,,,,,,,
424592460,MACHO TAP A/LAMINADO BSP 1/8 x 28,PZ,5493.28,,,,,MACHO TAP A/LAMINADO BSP 1/8 x 28,424592460,PZ,5493.28,,,,,,,,,,,,,,,,,,,
424593813,MACHO URANGA A/ALEADO NC  3/8  x 16,PZ,5512,,,,,MACHO URANGA A/ALEADO NC  3/8  x 16,424593813,PZ,5512,,,,,,,,,,,,,,,,,,,
451305679,MECHA EZETA CILINDRICA A/R  0.35 MM,PZ,5557.5,,,,,MECHA EZETA CILINDRICA A/R  0.35 MM,451305679,PZ,5557.5,,,,,,,,,,,,,,,,,,,
424596189,PITON C/TOPE ESCUAD  BCE 21-70 x 50,PZ,5649.6,,,,,PITON C/TOPE ESCUAD  BCE 21-70 x 50,424596189,PZ,5649.6,,,,,,,,,,,,,,,,,,,
424596190,PITON C/TOPE ESCUAD  BCE 21-60 x 50,PZ,5649.6,,,,,PITON C/TOPE ESCUAD  BCE 21-60 x 50,424596190,PZ,5649.6,,,,,,,,,,,,,,,,,,,
424596191,PITON S/TOPE CERRADO BCE 14-20 x200,PZ,5649.6,,,,,PITON S/TOPE CERRADO BCE 14-20 x200,424596191,PZ,5649.6,,,,,,,,,,,,,,,,,,,
424596192,PITON S/TOPE ABIERTO BCE 20-60 x 50,PZ,5649.6,,,,,PITON S/TOPE ABIERTO BCE 20-60 x 50,424596192,PZ,5649.6,,,,,,,,,,,,,,,,,,,
424596193,PITON S/TOPE ABIERTO BCE 19-50 x 50,PZ,5649.6,,,,,PITON S/TOPE ABIERTO BCE 19-50 x 50,424596193,PZ,5649.6,,,,,,,,,,,,,,,,,,,
424596194,PITON S/TOPE ABIERTO BCE 18-40 x100,PZ,5649.6,,,,,PITON S/TOPE ABIERTO BCE 18-40 x100,424596194,PZ,5649.6,,,,,,,,,,,,,,,,,,,
424596195,PITON S/TOPE ABIERTO BCE 17-35 x100,PZ,5649.6,,,,,PITON S/TOPE ABIERTO BCE 17-35 x100,424596195,PZ,5649.6,,,,,,,,,,,,,,,,,,,
424596196,PITON S/TOPE ABIERTO BCE 16-30 x200,PZ,5649.6,,,,,PITON S/TOPE ABIERTO BCE 16-30 x200,424596196,PZ,5649.6,,,,,,,,,,,,,,,,,,,
424596197,PITON S/TOPE ABIERTO BCE 15-25 x200,PZ,5649.6,,,,,PITON S/TOPE ABIERTO BCE 15-25 x200,424596197,PZ,5649.6,,,,,,,,,,,,,,,,,,,
424596198,PITON C/TOPE ESCUAD  BCE 23-80 x 25,PZ,5649.6,,,,,PITON C/TOPE ESCUAD  BCE 23-80 x 25,424596198,PZ,5649.6,,,,,,,,,,,,,,,,,,,
424573983,MECHA EZETA CILIND TITANIO  8.25 MM,CJ,5671.16,,,,,MECHA EZETA CILIND TITANIO  8.25 MM,424573983,CJ,5671.16,,,,,,,,,,,,,,,,,,,
424589683,PERCHA PLAST AUTOADHESIVA GRANDE,PZ,5689.74,,,,,PERCHA PLAST AUTOADHESIVA GRANDE,424589683,PZ,5689.74,,,,,,,,,,,,,,,,,,,
424573408,MECHA EZETA WIDIA LARGA 200  6 MM,PZ,5724.36,,,,,MECHA EZETA WIDIA LARGA 200  6 MM,424573408,PZ,5724.36,,,,,,,,,,,,,,,,,,,
450409152,FRATACHO PINO 12 x 50 CM,PZ,5730.102797976,,,,,FRATACHO PINO 12 x 50 CM,450409152,PZ,5730.102797976,,,,,,,,,,,,,,,,,,,
450409269,TEJ ROMBO MAGER 150x76x16x10 ML,PZ,5784.144867308,,,,,TEJ ROMBO MAGER 150x76x16x10 ML,450409269,PZ,5784.144867308,,,,,,,,,,,,,,,,,,,
424594576,MACHO URANGA A/ALEADO BSPT 3/8 x 19,PZ,5816.8,,,,,MACHO URANGA A/ALEADO BSPT 3/8 x 19,424594576,PZ,5816.8,,,,,,,,,,,,,,,,,,,
450816220,BISAGRA 5005 PULIDA IMP  88 MM,PZ,5858.91,,,,,BISAGRA 5005 PULIDA IMP  88 MM,450816220,PZ,5858.91,,,,,,,,,,,,,,,,,,,
450409179,MACETA MADERA N.3,PZ,5864.194184494,,,,,MACETA MADERA N.3,450409179,PZ,5864.194184494,,,,,,,,,,,,,,,,,,,
450409182,PINCEL CERDA P/MECANICO N.3,PZ,5864.194184494,,,,,PINCEL CERDA P/MECANICO N.3,450409182,PZ,5864.194184494,,,,,,,,,,,,,,,,,,,
424594577,MACHO URANGA A/ALEADO BSPT 5/8 x 14,PZ,5869.6,,,,,MACHO URANGA A/ALEADO BSPT 5/8 x 14,424594577,PZ,5869.6,,,,,,,,,,,,,,,,,,,
422002125,CLAVO ESCUADRA PUL 18 -  40 x 100,PZ,5984.84,,,,,CLAVO ESCUADRA PUL 18 -  40 x 100,422002125,PZ,5984.84,,,,,,,,,,,,,,,,,,,
424596202,MECHA EZETA WIDIA LARGA 400 18 MM,CJ,6025.85,,,,,MECHA EZETA WIDIA LARGA 400 18 MM,424596202,CJ,6025.85,,,,,,,,,,,,,,,,,,,
424593808,MACHO URANGA A/ALEADO NC    10 x 24,PZ,6038.33,,,,,MACHO URANGA A/ALEADO NC    10 x 24,424593808,PZ,6038.33,,,,,,,,,,,,,,,,,,,
450817485,MECHA EZETA COLA CONICA 47.75 MM,PZ,6040.57,,,,,MECHA EZETA COLA CONICA 47.75 MM,450817485,PZ,6040.57,,,,,,,,,,,,,,,,,,,
451305350,HORM ALLEMANDI MIREX BOLSA 20x1  KG,PZ,6063.28,,,,,HORM ALLEMANDI MIREX BOLSA 20x1  KG,451305350,PZ,6063.28,,,,,,,,,,,,,,,,,,,
451305351,HORM ALLEMANDI MIREX BOLSA  4x5  KG,PZ,6063.28,,,,,HORM ALLEMANDI MIREX BOLSA  4x5  KG,451305351,PZ,6063.28,,,,,,,,,,,,,,,,,,,
451300637,CLAVO CAJ PULIDO 15- 50 x 30 KG,PZ,6137.9,,,,,CLAVO CAJ PULIDO 15- 50 x 30 KG,451300637,PZ,6137.9,,,,,,,,,,,,,,,,,,,
422002187,CLAVO ESCUADRA PUL 16 -  40,PZ,6155.29,,,,,CLAVO ESCUADRA PUL 16 -  40,422002187,PZ,6155.29,,,,,,,,,,,,,,,,,,,
451305533,CINTA TEJ P/SILLON ROJO      x 100 MT,PZ,6172.15,,,,,CINTA TEJ P/SILLON ROJO      x 100 MT,451305533,PZ,6172.15,,,,,,,,,,,,,,,,,,,
450409168,CANILLA DUKE PVC ESF P/TAMBOR   1/2,PZ,6233.060696207,,,,,CANILLA DUKE PVC ESF P/TAMBOR   1/2,450409168,PZ,6233.060696207,,,,,,,,,,,,,,,,,,,
450409169,CANILLA DUKE PVC ESF P/TAMBOR   3/4,PZ,6233.060696207,,,,,CANILLA DUKE PVC ESF P/TAMBOR   3/4,450409169,PZ,6233.060696207,,,,,,,,,,,,,,,,,,,
451305466,PINTURA MATRA AEROSOL COBRE,PZ,6251,,,,,PINTURA MATRA AEROSOL COBRE,451305466,PZ,6251,,,,,,,,,,,,,,,,,,,
424573984,MECHA EZETA CILIND TITANIO  6.75 MM,CJ,6302.31,,,,,MECHA EZETA CILIND TITANIO  6.75 MM,424573984,CJ,6302.31,,,,,,,,,,,,,,,,,,,
451301562,BISAGRA MOSQUERA HO EMPAVONADO,PZ,6309.9,,,,,BISAGRA MOSQUERA HO EMPAVONADO,451301562,PZ,6309.9,,,,,,,,,,,,,,,,,,,
451305352,HORM ALLEMANDI MIREX TARRO 24x200GR,PZ,6327,,,,,HORM ALLEMANDI MIREX TARRO 24x200GR,451305352,PZ,6327,,,,,,,,,,,,,,,,,,,
451305353,HORM ALLEMANDI LIQ  24 x  60 CM3,PZ,6327,,,,,HORM ALLEMANDI LIQ  24 x  60 CM3,451305353,PZ,6327,,,,,,,,,,,,,,,,,,,
450409264,TENDEDERO EXTENS 7 V  80 CM,PZ,6481.492600991,,,,,TENDEDERO EXTENS 7 V  80 CM,450409264,PZ,6481.492600991,,,,,,,,,,,,,,,,,,,
424599810,PITON HO PUL ESCUAD  24 -  80 x  50,PZ,6483.5,,,,,PITON HO PUL ESCUAD  24 -  80 x  50,424599810,PZ,6483.5,,,,,,,,,,,,,,,,,,,
450409175,ABRAZ GALV CAÃ‘O ELECTRICIDAD 1 1/2,PZ,6487.995608894,,,,,ABRAZ GALV CAÃ‘O ELECTRICIDAD 1 1/2,450409175,PZ,6487.995608894,,,,,,,,,,,,,,,,,,,
450905987,ALAMB GDO A/R OVAL 16/14 INVENCIBLE,PZ,6508.4449176,,,,,ALAMB GDO A/R OVAL 16/14 INVENCIBLE,450905987,PZ,6508.4449176,,,,,,,,,,,,,,,,,,,
424593807,MACHO URANGA A/ALEADO NC     8 x 32,PZ,6527.35,,,,,MACHO URANGA A/ALEADO NC     8 x 32,424593807,PZ,6527.35,,,,,,,,,,,,,,,,,,,
451301909,GANCHO J P/GALPON      1/4 x  60 MM,PZ,6535.9875,,,,,GANCHO J P/GALPON      1/4 x  60 MM,451301909,PZ,6535.9875,,,,,,,,,,,,,,,,,,,
424588157,CLAVO ESPIRALADO FRACC  2,PZ,6542.6,,,,,CLAVO ESPIRALADO FRACC  2,424588157,PZ,6542.6,,,,,,,,,,,,,,,,,,,
424588158,CLAVO ESPIRALADO FRACC  3,PZ,6559.97,,,,,CLAVO ESPIRALADO FRACC  3,424588158,PZ,6559.97,,,,,,,,,,,,,,,,,,,
